system_id,bulk_symbols,avg_metal_melting_point,metal_melting_point_std,metal_melting_point_range,avg_oxide_formation_enthalpy_per_O,reducibility_index,entropy_mixing_mass_weighted,min_oxide_formation_enthalpy,max_oxide_formation_enthalpy
9024,Co8Ni16O32,1741.3333333333333,18.856180831641268,40.0,-239.33333333333334,239.33333333333334,3.1780519783811694,-240.0,-238.0
9025,Mg8Si4O16,1177.6666666666667,360.15305388434825,764.0,-553.3333333333334,553.3333333333334,2.4825134247020264,-602.0,-456.0
9029,Ge1Ru1O4,1909.0,698.0,1396.0,-221.5,221.5,0.6796827915004959,-290.0,-153.0
9030,Zn1Pt1O4,1367.0,674.0,1348.0,-209.0,209.0,0.5634501485361553,-351.0,-67.0
9031,Ba12Ge4O20,1052.75,91.36568009925827,211.0,-488.0,488.0,2.742741150236487,-554.0,-290.0
9032,Sc4Ti4O14,1877.5,63.5,127.0,-554.0,554.0,2.078949712341665,-636.0,-472.0
9033,Na4Ga4O8,337.0,34.0,68.0,-388.5,388.5,1.9463878038929572,-414.0,-363.0
9035,Cu16Ge16O48,1284.5,73.5,147.0,-223.5,223.5,3.46350928504969,-290.0,-157.0
9036,Zn4Mo6O16,2014.8,1079.2451806702682,2203.0,-289.2,289.2,2.2860784762162596,-351.0,-248.0
9037,Na8Sb16O28,726.3333333333334,251.2586095816199,533.0,-306.6666666666667,306.6666666666667,3.0066014921195876,-414.0,-253.0
9038,Y2Lu2O6,1862.0,63.0,126.0,-630.5,630.5,1.3321208480865143,-635.0,-626.0
9039,Na4V40O60,2018.2727272727273,520.9133745659185,1812.0,-319.45454545454544,319.45454545454544,3.7673765348867776,-414.0,-310.0
9041,Cd8Sb8O28,749.0,155.0,310.0,-255.5,255.5,2.7717913774181895,-258.0,-253.0
9043,Ta4O10,3290.0,0.0,0.0,-409.0,409.0,1.3862943611158907,-409.0,-409.0
9045,Cd1Sb2O6,800.6666666666666,146.13540144521983,310.0,-254.66666666666666,254.66666666666666,1.0979159301110344,-258.0,-253.0
9047,Y4Sn8O16,936.3333333333334,609.9974499035949,1294.0,-405.6666666666667,405.6666666666667,2.476272714166512,-635.0,-291.0
9048,Li10Au2O8,601.1666666666666,329.07467068871904,883.0,-492.1666666666667,492.1666666666667,1.356604217986011,-596.0,27.0
9049,Mg4Se4O16,708.5,214.5,429.0,-387.0,387.0,1.9319728466295738,-602.0,-172.0
9050,Al6Cr2O12,1244.75,539.9668392595975,1247.0,-514.25,514.25,2.031318029100289,-559.0,-380.0
9051,Mn3Fe15O24,1762.3333333333333,108.82197490498976,292.0,-293.3333333333333,293.3333333333333,2.890353272940936,-385.0,-275.0
9052,Sr4Bi4O12,797.0,253.0,506.0,-391.5,391.5,1.9932233415398821,-592.0,-191.0
9053,Cd2Sn2O6,549.5,44.5,89.0,-274.5,274.5,1.3859228003576258,-291.0,-258.0
9054,Mn2Se4O12,835.6666666666666,483.18963381080744,1025.0,-243.0,243.0,1.7784521469886667,-385.0,-172.0
9055,As1Pd1O4,1459.0,369.0,738.0,-197.5,197.5,0.6779856136724457,-310.0,-85.0
9058,V2Hg2O6,1208.5,974.5,1949.0,-200.5,200.5,1.1970327607369693,-310.0,-91.0
9059,Sr8Mn8O24,1284.5,234.5,469.0,-488.5,488.5,2.746074840285079,-592.0,-385.0
9060,Co6Se8O24,1040.0,630.4664939550713,1274.0,-200.28571428571428,200.28571428571428,2.6289696879867,-238.0,-172.0
9061,Mg4Sb8O16,910.3333333333334,8.9566858950296,19.0,-369.3333333333333,369.3333333333333,2.3208073443616035,-602.0,-253.0
9064,Nb4Cr4O16,2465.0,285.0,570.0,-380.0,380.0,2.039039673746876,-380.0,-380.0
9065,Ni1Pt12O16,2016.923076923077,83.4049081183167,313.0,-80.3076923076923,80.3076923076923,2.5390470775199727,-240.0,-67.0
9068,K4Co4O8,1052.5,715.5,1431.0,-300.5,300.5,2.0588300212606567,-363.0,-238.0
9069,Be2Zn6O8,909.75,375.42201254055414,867.0,-415.5,415.5,1.9237330814444007,-609.0,-351.0
9070,V8Co8O28,1975.5,207.5,415.0,-274.0,274.0,2.7699416975452062,-310.0,-238.0
9071,Li7Ru1O6,723.125,712.037821590258,2153.0,-540.625,540.625,1.2620799692506748,-596.0,-153.0
9072,Cd8Ag16O32,1021.3333333333334,302.1702978270513,641.0,-106.66666666666667,106.66666666666667,3.1778632839872896,-258.0,-31.0
9073,Sr4O4,1050.0,0.0,0.0,-592.0,592.0,1.3862943611158907,-592.0,-592.0
9074,Ca4Si8O20,1496.3333333333333,269.6433858924701,572.0,-515.6666666666666,515.6666666666666,2.469920296551158,-635.0,-456.0
9075,Sc1Sb1O4,1359.0,455.0,910.0,-444.5,444.5,0.5829165707975827,-636.0,-253.0
9077,W4O12,3695.0,0.0,0.0,-281.0,281.0,1.3862943611158907,-281.0,-281.0
9078,Sr1Mo1O3,1973.0,923.0,1846.0,-420.0,420.0,0.6921148926030631,-592.0,-248.0
9079,Ba4Os2O8,1768.6666666666667,1087.0588249441191,2306.0,-402.3333333333333,402.3333333333333,1.779226680549234,-554.0,-99.0
9084,Ca4Ir4O12,1917.0,802.0,1604.0,-386.0,386.0,1.8461670939897104,-635.0,-137.0
9085,Bi2Au2O4,940.5,396.5,793.0,-82.0,82.0,1.3858566633809029,-191.0,27.0
9086,Lu4V4O16,2054.0,129.0,258.0,-468.0,468.0,1.9200695527194682,-626.0,-310.0
9087,Rb8Au8O8,824.5,512.5,1025.0,-156.0,156.0,2.692499433776659,-339.0,27.0
9089,Cd2Sn2O6,549.5,44.5,89.0,-274.5,274.5,1.3859228003576258,-291.0,-258.0
9090,Sr4Hf4O12,1778.0,728.0,1456.0,-582.5,582.5,2.0199493625649145,-592.0,-573.0
9091,Ba13Bi11O36,791.0,227.20695411892657,456.0,-387.625,387.625,3.1561426731123,-554.0,-191.0
9092,Mn8Si4O16,1575.0,79.19595949289332,168.0,-408.6666666666667,408.6666666666667,2.4436546440628564,-456.0,-385.0
9093,Ga2Au2O4,820.0,517.0,1034.0,-168.0,168.0,1.2677001674537114,-363.0,27.0
9095,Zn8Si8O24,1190.0,497.0,994.0,-403.5,403.5,2.690724079285487,-456.0,-351.0
9097,Na4V40O60,2018.2727272727273,520.9133745659185,1812.0,-319.45454545454544,319.45454545454544,3.7673765348867776,-414.0,-310.0
9100,Al8Bi4O18,803.3333333333334,183.37635858771134,389.0,-436.3333333333333,436.3333333333333,2.036116795645476,-559.0,-191.0
9101,Hg1Te1O4,478.5,244.5,489.0,-126.0,126.0,0.6682079096718732,-161.0,-91.0
9103,K8Hf2O8,770.8,867.6,2169.0,-405.0,405.0,2.0315237931150816,-573.0,-363.0
9104,Li6Bi2O8,476.5,38.97114317029974,90.0,-494.75,494.75,1.0966474647974103,-596.0,-191.0
9105,Mg2W2O8,2309.0,1386.0,2772.0,-441.5,441.5,1.0535859451421248,-602.0,-281.0
9106,Ag4O4,1235.0,0.0,0.0,-31.0,31.0,1.3862943611158907,-31.0,-31.0
9108,K8Cd4O8,422.6666666666667,121.15096184329514,257.0,-328.0,328.0,2.3476067830522176,-363.0,-258.0
9109,Li4Al4O8,693.5,239.5,479.0,-577.5,577.5,1.8930221659872348,-596.0,-559.0
9111,Li4Hf2O6,1138.0,967.322076663197,2052.0,-588.3333333333334,588.3333333333334,1.0023627460231244,-596.0,-573.0
9113,Ca2Sb8O16,946.2,84.39999999999999,211.0,-329.4,329.4,2.2430086739614654,-635.0,-253.0
9114,Ti15Nb1O32,1991.5625,195.8277204426125,809.0,-466.25,466.25,2.753753576619001,-472.0,-380.0
9115,Zn1W4O9,3094.6,1200.8,3002.0,-295.0,295.0,1.5558837470086342,-351.0,-281.0
9117,Ca2V8O16,1969.4,427.2,1068.0,-375.0,375.0,2.2984192268835457,-635.0,-310.0
9118,Ta2Al2O8,2111.5,1178.5,2357.0,-484.0,484.0,1.079084208386791,-559.0,-409.0
9120,Bi24Ir2O40,711.3076923076923,579.5708471480473,2175.0,-186.84615384615384,186.84615384615384,3.2578598742268396,-191.0,-137.0
9121,Sr8Sb16O48,952.6666666666666,68.82506003549064,146.0,-366.0,366.0,3.166995923030207,-592.0,-253.0
9122,Cd2W2O8,2144.5,1550.5,3101.0,-269.5,269.5,1.356937988890906,-281.0,-258.0
9123,Rb4Cd4O6,453.0,141.0,282.0,-298.5,298.5,2.070143651232932,-339.0,-258.0
9124,Se8O16,494.0,0.0,0.0,-172.0,172.0,2.079441541671836,-172.0,-172.0
9126,Al4Sn4O12,719.0,214.0,428.0,-425.0,425.0,1.865480323274984,-559.0,-291.0
9127,Ti1Cu3O4,1503.75,252.44640520316386,583.0,-235.75,235.75,1.3794909693233772,-472.0,-157.0
9128,Cr2Ir2O12,2449.5,269.5,539.0,-258.5,258.5,1.2109337954240098,-380.0,-137.0
9129,Ru4O8,2607.0,0.0,0.0,-153.0,153.0,1.3862943611158907,-153.0,-153.0
9131,Mn4Sb8O16,1109.0,289.9137802864845,615.0,-297.0,297.0,2.429365402342831,-385.0,-253.0
9132,V4Cd2O12,1653.3333333333333,749.0617835369494,1589.0,-292.6666666666667,292.6666666666667,1.7146376078127399,-310.0,-258.0
9133,Hg1Te1O4,478.5,244.5,489.0,-126.0,126.0,0.6682079096718732,-161.0,-91.0
9134,Mn2V4O12,1961.6666666666667,313.012601805245,664.0,-335.0,335.0,1.7911154910573404,-385.0,-310.0
9136,Ti4Co8O16,1825.6666666666667,81.55298209684848,173.0,-316.0,316.0,2.4803385120729695,-472.0,-238.0
9137,Al8V4O28,1349.6666666666667,589.2556509887896,1250.0,-476.0,476.0,2.4355838161200714,-559.0,-310.0
9139,Cu1Ag1O4,1296.5,61.5,123.0,-94.0,94.0,0.6593336301354908,-157.0,-31.0
9140,Na4Bi4O8,457.5,86.5,173.0,-302.5,302.5,1.7094121906336341,-414.0,-191.0
9141,Zn2O2,693.0,0.0,0.0,-351.0,351.0,0.6931471805579453,-351.0,-351.0
9142,K1Mg1O3,630.0,293.0,586.0,-482.5,482.5,0.6656762740377236,-602.0,-363.0
9143,Sn1Sb1O4,704.5,199.5,399.0,-272.0,272.0,0.6930667428807242,-291.0,-253.0
9145,Fe16Ge8O32,1611.0,282.842712474619,600.0,-280.0,280.0,3.169981193997913,-290.0,-275.0
9147,Rb8Co4O12,797.3333333333334,686.3649822717422,1456.0,-305.3333333333333,305.3333333333333,2.4709675032964804,-339.0,-238.0
9148,Sr1Ca3O4,1098.75,28.145825622994256,65.0,-624.25,624.25,1.3162828603700796,-635.0,-592.0
9150,Cr2Ga2O8,1241.5,938.5,1877.0,-371.5,371.5,1.3756512292913512,-380.0,-363.0
9152,Ba1Re1O3,2229.5,1229.5,2459.0,-365.5,365.5,0.6816909795086488,-554.0,-177.0
9153,Ni24Se16O64,1234.4,604.5340685188884,1234.0,-212.8,212.8,3.678012014854289,-240.0,-172.0
9154,Fe8Bi4O18,1388.6666666666667,597.2695278422372,1267.0,-247.0,247.0,2.2741080697598326,-275.0,-191.0
9155,Na3Sc3O6,1092.5,721.5,1443.0,-525.0,525.0,1.738551908007924,-636.0,-414.0
9157,Nb3O3,2750.0,0.0,0.0,-380.0,380.0,1.0986122886651097,-380.0,-380.0
9159,Mg4Sn6O16,672.2,204.7773424966737,418.0,-415.4,415.4,2.1101901415823363,-602.0,-291.0
9160,Mn10Sn2O16,1350.0,377.89548819746443,1014.0,-369.3333333333333,369.3333333333333,2.4292739569643147,-385.0,-291.0
9162,Na20Ce4O24,487.1666666666667,259.75656338622554,697.0,-435.8333333333333,435.8333333333333,2.7998751169998686,-545.0,-414.0
9163,Si12Bi16O48,1033.857142857143,565.6383065860647,1143.0,-304.57142857142856,304.57142857142856,3.0523950470607595,-456.0,-191.0
9164,Ti2Bi24O40,651.4615384615385,372.25768894980325,1397.0,-212.6153846153846,212.6153846153846,3.2245660648468206,-472.0,-191.0
9165,Mg3Cr12O24,1928.6,502.79999999999995,1257.0,-424.4,424.4,2.674999267218928,-602.0,-380.0
9166,Cr2Pd2O4,2004.0,176.0,352.0,-232.5,232.5,1.326061242255994,-380.0,-85.0
9171,Zn4Se4O12,593.5,99.5,199.0,-261.5,261.5,2.075009144666891,-351.0,-172.0
9172,Zn6Sn6O18,599.0,94.0,188.0,-321.0,321.0,2.442337413660481,-351.0,-291.0
9173,Zn8Si4O16,1024.3333333333333,468.57609366628554,994.0,-386.0,386.0,2.4234102284631067,-456.0,-351.0
9176,Li2Pd10O12,1599.0,512.0595668474518,1374.0,-170.16666666666666,170.16666666666666,2.3506976526981114,-596.0,-85.0
9178,Cd16Bi8O28,577.3333333333334,23.570226039551585,50.0,-235.66666666666666,235.66666666666666,3.1311504783568327,-258.0,-191.0
9180,Zn3Cd1O4,668.25,42.868257487329714,99.0,-327.75,327.75,1.3542308417105093,-351.0,-258.0
9181,Tl1Bi1O4,560.5,16.5,33.0,-160.5,160.5,0.6930852595902606,-191.0,-130.0
9182,Fe8Si4O16,1769.6666666666667,58.45416057808793,124.0,-335.3333333333333,335.3333333333333,2.441860431081653,-456.0,-275.0
9183,Lu4Nb4O16,2337.5,412.5,825.0,-503.0,503.0,2.0317531428656115,-626.0,-380.0
9184,Mg2Zn6O8,750.5,99.59292143521044,230.0,-413.75,413.75,2.0176793815525293,-602.0,-351.0
9185,Rb16Ti8O24,855.0,767.9179643685906,1629.0,-383.3333333333333,383.3333333333333,3.1462942808524206,-472.0,-339.0
9186,K2Ir8O16,2242.6,952.8000000000001,2382.0,-182.2,182.2,2.2061057776092126,-363.0,-137.0
9187,Na2Co6O8,1418.75,604.9187445434304,1397.0,-282.0,282.0,2.022329311565451,-414.0,-238.0
9189,Y18Al6O36,1582.5,374.9889998386619,866.0,-616.0,616.0,3.09628446145737,-635.0,-559.0
9190,Cd8Co16O32,1376.6666666666667,553.4289074086712,1174.0,-244.66666666666666,244.66666666666666,3.127093074354789,-258.0,-238.0
9191,Zn3Cd1O4,668.25,42.868257487329714,99.0,-327.75,327.75,1.3542308417105093,-351.0,-258.0
9193,Sr2Li1O12,851.3333333333334,280.95709439145486,596.0,-593.3333333333334,593.3333333333334,0.8285950450182007,-596.0,-592.0
9195,Ag4O4,1235.0,0.0,0.0,-31.0,31.0,1.3862943611158907,-31.0,-31.0
9196,Li16Ge2O12,538.1111111111111,237.90214815920731,757.0,-562.0,562.0,2.2783395997202973,-596.0,-290.0
9197,Bi1Te1O4,633.5,89.5,179.0,-176.0,176.0,0.6636255103286266,-191.0,-161.0
9198,Fe8Si4O16,1769.6666666666667,58.45416057808793,124.0,-335.3333333333333,335.3333333333333,2.441860431081653,-456.0,-275.0
9199,Mn6Al6O18,1226.0,293.0,586.0,-472.0,472.0,2.425491133818325,-559.0,-385.0
9200,Al24Co12O48,1211.3333333333333,393.62277486051147,835.0,-452.0,452.0,3.508404569517026,-559.0,-238.0
9201,Ba4Pd8O16,1552.0,390.32294321497426,828.0,-241.33333333333334,241.33333333333334,2.4773160864579795,-554.0,-85.0
9202,Co1Pt1O4,1904.5,136.5,273.0,-152.5,152.5,0.5416910432506898,-238.0,-67.0
9203,Nb8Sb4O24,2134.6666666666665,870.2127453802444,1846.0,-337.6666666666667,337.6666666666667,2.476345592271313,-380.0,-253.0
9204,Pd4Au4O8,1582.5,245.5,491.0,-29.0,29.0,2.0342161338729783,-85.0,27.0
9208,Zr12Ni4O2,2028.0,173.20508075688772,400.0,-473.25,473.25,2.7570867427909764,-551.0,-240.0
9211,Li8Cu16O32,1056.6666666666667,426.14968679509263,904.0,-303.3333333333333,303.3333333333333,2.940433664832076,-596.0,-157.0
9212,Rb1Pd1O3,1070.0,758.0,1516.0,-212.0,212.0,0.6871741934779558,-339.0,-85.0
9214,Fe6Sb6O24,1357.5,453.5,907.0,-264.0,264.0,2.4143618032899052,-275.0,-253.0
9216,Li10Bi2O10,469.0,33.54101966249684,90.0,-528.5,528.5,1.331686979963532,-596.0,-191.0
9217,Li2O16,454.0,0.0,0.0,-596.0,596.0,0.6931471805579453,-596.0,-596.0
9218,Mn4Ge8O24,1313.6666666666667,145.19259240363778,308.0,-321.6666666666667,321.6666666666667,2.476833306036612,-385.0,-290.0
9219,Li1Mg3O4,805.75,203.08295718745086,469.0,-600.5,600.5,1.2984729049593242,-602.0,-596.0
9220,Rb8Cu8O8,835.0,523.0,1046.0,-248.0,248.0,2.761728127931569,-339.0,-157.0
9221,W4O8,3695.0,0.0,0.0,-281.0,281.0,1.3862943611158907,-281.0,-281.0
9222,Cd4O8,594.0,0.0,0.0,-258.0,258.0,1.3862943611158907,-258.0,-258.0
9223,Nb2Sb6O16,1365.5,799.3414476930369,1846.0,-284.75,284.75,2.073212197470771,-380.0,-253.0
9224,Ga3Ag3O6,769.0,466.0,932.0,-197.0,197.0,1.7685091619406714,-363.0,-31.0
9226,Lu4V4O12,2054.0,129.0,258.0,-468.0,468.0,1.9200695527194682,-626.0,-310.0
9227,Cr4W4O16,2937.5,757.5,1515.0,-330.5,330.5,1.9138031670483837,-380.0,-281.0
9228,Mn18Zn6O42,1312.5,357.66849176297313,826.0,-376.5,376.5,3.1750537577139344,-385.0,-351.0
9229,Ag1Pt1O4,1638.0,403.0,806.0,-49.0,49.0,0.6511206915973804,-67.0,-31.0
9231,Cd2Bi6O11,556.5,21.650635094610966,50.0,-207.75,207.75,2.0509572221693957,-258.0,-191.0
9233,Na14Cd2O9,398.875,73.75031779592547,223.0,-394.5,394.5,2.5161182974163188,-414.0,-258.0
9234,Ca4Os4O12,2210.5,1095.5,2191.0,-367.0,367.0,1.848496544490264,-635.0,-99.0
9235,Li21Ta3O18,808.5,937.9188397723974,2836.0,-572.625,572.625,2.026676827815511,-596.0,-409.0
9236,Zr2Si2O2,1907.5,220.5,441.0,-503.5,503.5,1.2388707284263012,-551.0,-456.0
9237,Zn3Ni3O6,1210.5,517.5,1035.0,-295.5,295.5,1.7903063925509557,-351.0,-240.0
9238,K12Co4O14,694.75,619.6411764077659,1431.0,-331.75,331.75,2.7547754013796992,-363.0,-238.0
9239,V2Sn2O8,1344.0,839.0,1678.0,-300.5,300.5,1.3042430413935926,-310.0,-291.0
9242,Zn2Bi4O8,593.6666666666666,70.23927359786371,149.0,-244.33333333333334,244.33333333333334,1.6888123331074603,-351.0,-191.0
9243,Rb2O4,312.0,0.0,0.0,-339.0,339.0,0.6931471805579453,-339.0,-339.0
9244,Hg1Te1O4,478.5,244.5,489.0,-126.0,126.0,0.6682079096718732,-161.0,-91.0
9245,Ti12O4,1941.0,0.0,0.0,-472.0,472.0,2.484906649776,-472.0,-472.0
9246,Ir1Au1O4,2028.0,691.0,1382.0,-55.0,55.0,0.6930726997017531,-137.0,27.0
9248,Ca2Bi10O17,639.1666666666666,212.79913585872998,571.0,-265.0,265.0,2.4012250835138325,-635.0,-191.0
9250,Cu8Ag8O12,1296.5,61.5,123.0,-94.0,94.0,2.7387751718013265,-157.0,-31.0
9251,Hg4Mo4O14,1565.0,1331.0,2662.0,-169.5,169.5,2.0158387755587257,-248.0,-91.0
9252,Zn12Sn8O28,617.8,92.1008143286475,188.0,-327.0,327.0,2.951479247480626,-351.0,-291.0
9253,Mg16Ge8O32,1019.0,135.7645019878171,288.0,-498.0,498.0,3.0307432466898754,-602.0,-290.0
9254,Li6Cr2O8,885.5,747.3799234659706,1726.0,-542.0,542.0,1.6057920535787638,-596.0,-380.0
9256,Cd2W2O8,2144.5,1550.5,3101.0,-269.5,269.5,1.356937988890906,-281.0,-258.0
9259,Tl1Mo1O4,1736.5,1159.5,2319.0,-189.0,189.0,0.6264954458278023,-248.0,-130.0
9261,Cu2Ni2O4,1543.0,185.0,370.0,-198.5,198.5,1.385506072683597,-240.0,-157.0
9263,Zn4Cr4O16,1436.5,743.5,1487.0,-365.5,365.5,2.0729263338631325,-380.0,-351.0
9264,Mn4Si8O20,1631.0,79.19595949289332,168.0,-432.3333333333333,432.3333333333333,2.4298025426129444,-456.0,-385.0
9265,Li2Ag2O4,844.5,390.5,781.0,-313.5,313.5,0.9213672339684384,-596.0,-31.0
9266,V6Sn2O16,1763.5,726.5953137751441,1678.0,-305.25,305.25,1.996702065437372,-310.0,-291.0
9267,Sr1Mg1O3,986.5,63.5,127.0,-597.0,597.0,0.5232826424347957,-602.0,-592.0
9268,Rb8Zr4O12,917.3333333333334,856.0706097565136,1816.0,-409.6666666666667,409.6666666666667,2.48442799570475,-551.0,-339.0
9269,Ti3O3,1941.0,0.0,0.0,-472.0,472.0,1.0986122886651097,-472.0,-472.0
9270,Sn8O8,505.0,0.0,0.0,-291.0,291.0,2.079441541671836,-291.0,-291.0
9271,Y4Mn8O20,1612.3333333333333,131.99326582148888,280.0,-468.3333333333333,468.3333333333333,2.4570013335496412,-635.0,-385.0
9272,Ba1Hf1O3,1753.0,753.0,1506.0,-563.5,563.5,0.6846303583928411,-573.0,-554.0
9273,Fe15Ge8O36,1602.304347826087,285.7682908722606,600.0,-280.2173913043478,280.2173913043478,3.127296891826868,-290.0,-275.0
9274,Bi1Ir1O4,1631.5,1087.5,2175.0,-164.0,164.0,0.6922743648163188,-191.0,-137.0
9275,Sr4Hf4O12,1778.0,728.0,1456.0,-582.5,582.5,2.0199493625649145,-592.0,-573.0
9276,Si8Hg16O32,718.3333333333334,684.950768709369,1453.0,-212.66666666666666,212.66666666666666,2.968886129621678,-456.0,-91.0
9277,K2V6O16,1721.5,799.3414476930369,1846.0,-323.25,323.25,2.073465522362769,-363.0,-310.0
9278,Bi4Sb4O16,724.0,180.0,360.0,-222.0,222.0,2.044254940581993,-253.0,-191.0
9279,Ga2Pt2O4,1172.0,869.0,1738.0,-215.0,215.0,1.2696290085965314,-363.0,-67.0
9280,Ba8Ta8O28,2145.0,1145.0,2290.0,-481.5,481.5,2.763167867417221,-554.0,-409.0
9281,Sr3Cd1O4,936.0,197.45379206285202,456.0,-508.5,508.5,1.3800069265289454,-592.0,-258.0
9282,Ba2Nb8O22,2400.0,700.0,1750.0,-414.8,414.8,2.2884682274313115,-554.0,-380.0
9283,Rb1Cr4O8,1806.4,747.2,1868.0,-371.8,371.8,1.5858030721662948,-380.0,-339.0
9285,Ta1Ag1O3,2262.5,1027.5,2055.0,-220.0,220.0,0.6607845497914033,-409.0,-31.0
9286,Mn8Bi8O24,1031.5,487.5,975.0,-288.0,288.0,2.590954321083457,-385.0,-191.0
9287,Cu12O16,1358.0,0.0,0.0,-157.0,157.0,2.484906649776,-157.0,-157.0
9290,V2Ga4O10,929.6666666666666,886.2404990871396,1880.0,-345.3333333333333,345.3333333333333,1.781655676227361,-363.0,-310.0
9291,Zn2Bi24O40,555.4615384615385,39.70393389657888,149.0,-203.30769230769232,203.30769230769232,3.233316256913673,-351.0,-191.0
9293,Zr12Co4O2,2038.0,155.88457268119896,360.0,-472.75,472.75,2.7573475495385678,-551.0,-238.0
9295,Mg4Ag8O16,1131.0,147.07821048680188,312.0,-221.33333333333334,221.33333333333334,2.337084000044301,-602.0,-31.0
9296,Ca2Zn6O8,798.5,182.73136019851654,422.0,-422.0,422.0,2.060718196571843,-635.0,-351.0
9297,K6O6,337.0,0.0,0.0,-363.0,363.0,1.7917594692220544,-363.0,-363.0
9298,Sr4Mo4O12,1973.0,923.0,1846.0,-420.0,420.0,2.078409253716954,-592.0,-248.0
9299,Cr2Ga2O8,1241.5,938.5,1877.0,-371.5,371.5,1.3756512292913512,-380.0,-363.0
9300,Ca18W6O36,1760.0,1117.1727708819258,2580.0,-546.5,546.5,2.8972688870800845,-635.0,-281.0
9303,Ba10Re6O32,1922.125,1190.4582560405047,2459.0,-412.625,412.625,2.761283270249713,-554.0,-177.0
9305,Ir4O12,2719.0,0.0,0.0,-137.0,137.0,1.3862943611158907,-137.0,-137.0
9307,Ca1Hf1O3,1810.5,695.5,1391.0,-604.0,604.0,0.47645972754618005,-635.0,-573.0
9308,Cu2Sb4O12,1055.3333333333333,214.01765243912837,454.0,-221.0,221.0,1.752732291840914,-253.0,-157.0
9309,Mn10Sn2O16,1350.0,377.89548819746443,1014.0,-369.3333333333333,369.3333333333333,2.4292739569643147,-385.0,-291.0
9310,Ni2Bi4O12,938.6666666666666,558.1429526165815,1184.0,-207.33333333333334,207.33333333333334,1.6740696398845043,-240.0,-191.0
9311,Rb2Se2O6,403.0,91.0,182.0,-255.5,255.5,1.385510882782239,-339.0,-172.0
9312,Mn1Ge1O4,1365.0,154.0,308.0,-337.5,337.5,0.6834990951492457,-385.0,-290.0
9314,Sn1Pd1O4,1166.5,661.5,1323.0,-188.0,188.0,0.6916563683474639,-291.0,-85.0
9315,Y4Si4O14,1743.0,56.0,112.0,-545.5,545.5,1.9374523095086036,-635.0,-456.0
9316,Li10Au2O8,601.1666666666666,329.07467068871904,883.0,-492.1666666666667,492.1666666666667,1.356604217986011,-596.0,27.0
9318,Ge1Rh1O4,1724.0,513.0,1026.0,-202.0,202.0,0.6781950220393862,-290.0,-114.0
9319,Ge1Ru1O4,1909.0,698.0,1396.0,-221.5,221.5,0.6796827915004959,-290.0,-153.0
9320,Sn1Mo1O4,1700.5,1195.5,2391.0,-269.5,269.5,0.687521100197834,-291.0,-248.0
9322,K8Sn4O12,393.0,79.19595949289332,168.0,-339.0,339.0,2.3333874907925147,-363.0,-291.0
9323,Sn1Ir1O4,1612.0,1107.0,2214.0,-214.0,214.0,0.664933676843437,-291.0,-137.0
9324,Lu2Se1O2,1448.0,674.5798692519663,1431.0,-474.6666666666667,474.6666666666667,1.0430917760919183,-626.0,-172.0
9325,Mn6Ge6O18,1365.0,154.0,308.0,-337.5,337.5,2.4752585643673,-385.0,-290.0
9326,Hg4O4,234.0,0.0,0.0,-91.0,91.0,1.3862943611158907,-91.0,-91.0
9328,W4O8,3695.0,0.0,0.0,-281.0,281.0,1.3862943611158907,-281.0,-281.0
9329,Mg16Co8O32,1204.6666666666667,398.3368200684218,845.0,-480.6666666666667,480.6666666666667,3.081280788852511,-602.0,-238.0
9331,Li2Nb20O36,2541.2727272727275,660.0535916133272,2296.0,-399.6363636363636,399.6363636363636,3.0224125932748955,-596.0,-380.0
9332,Fe1Sb4O12,1085.4,362.8,907.0,-257.4,257.4,1.575027622688047,-275.0,-253.0
9334,Li5Au1O4,601.1666666666666,329.07467068871904,883.0,-492.1666666666667,492.1666666666667,0.6634570374320655,-596.0,27.0
9335,Ti3O3,1941.0,0.0,0.0,-472.0,472.0,1.0986122886651097,-472.0,-472.0
9337,Rb8Ni8O16,1020.0,708.0,1416.0,-289.5,289.5,2.7552403786414965,-339.0,-240.0
9338,Mn6Sb2O16,1365.25,266.30281166371486,615.0,-352.0,352.0,2.006798166761414,-385.0,-253.0
9339,Tl4Cu8O8,1097.6666666666667,368.1669307377958,781.0,-148.0,148.0,2.3177709365522667,-157.0,-130.0
9340,Nb4Ag4O12,1992.5,757.5,1515.0,-205.5,205.5,2.0766615429884743,-380.0,-31.0
9342,Sr3Mg1O4,1018.25,54.99261314031185,127.0,-594.5,594.5,1.2955809716756257,-602.0,-592.0
9343,Ba2Se2O6,747.0,253.0,506.0,-363.0,363.0,1.3494242676024204,-554.0,-172.0
9344,Rb4O4,312.0,0.0,0.0,-339.0,339.0,1.3862943611158907,-339.0,-339.0
9346,Ba1Zr1O3,1564.0,564.0,1128.0,-552.5,552.5,0.6726595580788428,-554.0,-551.0
9347,Zn4Mo6O16,2014.8,1079.2451806702682,2203.0,-289.2,289.2,2.2860784762162596,-351.0,-248.0
9348,Ca2Mn14O16,1468.5,133.6104412087618,404.0,-416.25,416.25,2.76795849780431,-635.0,-385.0
9352,Ca4Se4O12,804.5,310.5,621.0,-403.5,403.5,2.0251047335804264,-635.0,-172.0
9354,Bi8O12,544.0,0.0,0.0,-191.0,191.0,2.079441541671836,-191.0,-191.0
