system_id,bulk_symbols,has_transition_metal,has_noble_metal,has_rare_earth,fraction_transition_metal,d_band_filling,metal_diversity,metal_electronegativity_spread,weighted_electron_affinity
2232,Ca1Cu1O2,1,0,0,0.25,1.0,2,0.8999999999999999,60.400000000000006
2233,Sn4O8,0,0,0,0.0,0.0,1,0.0,107.3
2235,Ca4Os4O12,1,1,0,0.2,0.6,2,1.2000000000000002,54.25
2236,Mo1W1O4,1,0,0,0.3333333333333333,0.45,2,0.19999999999999973,75.25
2238,Zn2O2,1,0,0,0.5,1.0,1,0.0,0.0
2239,Ba4Sn4O12,0,0,0,0.0,0.0,2,1.0699999999999998,60.6
2240,Re4Bi4O16,1,0,0,0.16666666666666666,0.5,2,0.1200000000000001,52.9
2241,Li10Au2O8,1,1,0,0.1,1.0,2,1.56,86.8
2243,Ba1Ag1O2,1,1,0,0.25,1.0,2,1.04,69.75
2244,Ni1Pt12O16,1,1,0,0.4482758620689655,0.8923076923076925,2,0.3699999999999999,198.12307692307695
2245,Si4Ni8O16,1,0,0,0.2857142857142857,0.8,2,0.010000000000000009,119.36666666666667
2246,Cr2Pd2O4,1,1,0,0.5,0.75,2,0.5400000000000003,59.0
2247,Zn4Sb8O16,1,0,0,0.14285714285714285,1.0,2,0.3999999999999999,68.80000000000001
2248,K4Mg4O6,0,0,0,0.0,0.0,2,0.4900000000000001,24.2
2249,Li5Au1O4,1,1,0,0.1,1.0,2,1.56,86.8
2250,Ta4O10,1,0,0,0.2857142857142857,0.3,1,0.0,31.0
2251,Re4O8,1,0,0,0.3333333333333333,0.5,1,0.0,14.5
2253,Sr4Zr4O12,1,0,0,0.2,0.2,2,0.3800000000000001,23.05
2254,Sr16Cr8O32,1,0,0,0.14285714285714285,0.5,2,0.71,24.766666666666666
2255,Na8Ge2O8,0,0,0,0.0,0.0,2,1.0799999999999996,66.03999999999999
2256,Ti2Cr2O8,1,0,0,0.3333333333333333,0.35,2,0.11999999999999988,35.95
2258,V8Si8O24,1,0,0,0.2,0.3,2,0.27,92.5
2259,Ba6W2O12,1,0,0,0.1,0.4,2,1.4699999999999998,30.075
2260,Rb1Sr1O3,0,0,0,0.0,0.0,2,0.13,25.95
2261,Tl2O3,0,0,0,0.0,0.0,1,0.0,19.2
2262,Ba1Hf1O3,1,0,0,0.2,0.2,2,0.41000000000000003,6.95
2264,Cu2Ni6O8,1,0,0,0.5,0.8500000000000001,2,0.010000000000000009,113.6
2265,Ba1Ca1O2,0,0,0,0.0,0.0,2,0.10999999999999999,8.15
2268,Zn4Co6O16,1,0,0,0.38461538461538464,0.82,2,0.22999999999999998,38.22
2269,Hg3Pt3O6,1,1,0,0.5,0.9500000000000001,2,0.2799999999999998,102.65000000000002
2270,Zn8Si8O24,1,0,0,0.2,1.0,2,0.25,67.05
2271,Ti8Bi4O22,1,0,0,0.23529411764705882,0.2,2,0.48,35.5
2272,Ca12Tl16O36,0,0,0,0.0,0.0,2,0.6200000000000001,11.999999999999998
2273,Bi1Te1O4,0,0,0,0.0,0.0,2,0.08000000000000007,140.75
2275,Zn2W4O12,1,0,0,0.3333333333333333,0.6,2,0.71,52.4
2276,V8Se16O48,1,0,0,0.1111111111111111,0.3,2,0.9199999999999999,146.96666666666667
2278,Ag1Pd1O2,1,1,0,0.5,1.0,2,0.27000000000000024,89.65
2279,Ca16Ta16O56,1,0,0,0.18181818181818182,0.3,2,0.5,16.7
2280,Y4Ge4O14,1,0,1,0.18181818181818182,0.1,2,0.7899999999999998,74.3
2282,Ag2Pt2O4,1,1,0,0.5,0.95,2,0.34999999999999987,165.45
2283,Mg8Al16O32,0,0,0,0.0,0.0,2,0.30000000000000004,28.333333333333332
2284,Zn4Se8O20,1,0,0,0.125,1.0,2,0.8999999999999999,130.0
2285,Sr14Mn8O30,1,0,0,0.15384615384615385,0.5,2,0.6000000000000001,3.1818181818181817
2286,Y4V4O16,1,0,1,0.3333333333333333,0.2,2,0.4099999999999999,40.25
2288,Ba16Sn12O40,0,0,0,0.0,0.0,2,1.0699999999999998,53.92857142857142
2289,Ba2Cu8O14,1,0,0,0.3333333333333333,1.0,2,1.0099999999999998,97.5
2290,Rb6Ta2O16,1,0,0,0.08333333333333333,0.3,2,0.68,42.925
2291,Ta4O10,1,0,0,0.2857142857142857,0.3,1,0.0,31.0
2293,Zn2Cr8O16,1,0,0,0.38461538461538464,0.6,2,0.010000000000000009,51.44
2295,Fe1Pd1O4,1,1,0,0.3333333333333333,0.8,2,0.3700000000000001,34.7
2298,Ga1Ge1O3,0,0,0,0.0,0.0,2,0.19999999999999973,80.0
2299,Ta2Sb6O16,1,0,0,0.08333333333333333,0.3,2,0.5499999999999998,85.15
2300,Lu4Zr3O12,1,0,1,0.15789473684210525,0.20000000000000004,2,0.06000000000000005,46.18571428571429
2301,Li7Ru1O6,1,1,0,0.07142857142857142,0.7,2,1.2200000000000002,64.8125
2302,Zn4Se8O20,1,0,0,0.125,1.0,2,0.8999999999999999,130.0
2303,Na4V40O60,1,0,0,0.38461538461538464,0.3,2,0.6999999999999998,51.07272727272728
2304,Rb3Lu3O6,0,0,1,0.0,0.0,2,0.45000000000000007,48.449999999999996
2305,Ba1Zr1O3,1,0,0,0.2,0.2,2,0.44000000000000006,27.5
2306,K3Lu3O6,0,0,1,0.0,0.0,2,0.45000000000000007,49.199999999999996
2309,Sr4Ce2O8,0,0,1,0.0,0.0,2,0.17000000000000015,20.0
2311,Na20Ta4O20,1,0,0,0.09090909090909091,0.3,2,0.57,49.166666666666664
2312,Mn1Pt1O4,1,1,0,0.3333333333333333,0.7,2,0.7299999999999998,102.65
2313,Fe4Re8O24,1,0,0,0.3333333333333333,0.5333333333333333,2,0.06999999999999984,14.9
2314,Co1Te1O4,1,0,0,0.16666666666666666,0.7,2,0.2200000000000002,126.94999999999999
2315,Cd2O2,1,0,0,0.5,1.0,1,0.0,0.0
2317,Ga8O12,0,0,0,0.0,0.0,1,0.0,41.0
2318,Li4Bi12O20,0,0,0,0.0,0.0,2,1.04,83.375
2320,K8O4,0,0,0,0.0,0.0,1,0.0,48.4
2322,Mn2W2O8,1,0,0,0.3333333333333333,0.44999999999999996,2,0.8099999999999998,39.3
2323,Ta4Ti4O16,1,0,0,0.3333333333333333,0.25,2,0.040000000000000036,19.3
2325,Ta12O2,1,0,0,0.8571428571428571,0.29999999999999993,1,0.0,31.0
2326,Fe4W6O24,1,0,0,0.29411764705882354,0.4800000000000001,2,0.5299999999999998,53.44
2328,V4Ga4O12,1,0,0,0.2,0.3,2,0.18000000000000016,45.95
2329,Na2Ga22O36,0,0,0,0.0,0.0,2,0.88,41.983333333333334
2331,Ba1Zn1O3,1,0,0,0.2,1.0,2,0.7599999999999999,6.95
2332,Al2Bi24O40,0,0,0,0.0,0.0,2,0.4099999999999999,87.54615384615386
2333,Ta4Ni2O12,1,0,0,0.3333333333333333,0.4666666666666666,2,0.4099999999999999,58.0
2334,Mn4Tl4O12,1,0,0,0.2,0.5,2,0.07000000000000006,9.6
2335,Al4Mo4O12,1,0,0,0.2,0.5,2,0.55,57.2
2337,Rb12Ti4O14,1,0,0,0.13333333333333333,0.2,2,0.7200000000000001,37.075
2338,Ca6Tl8O18,0,0,0,0.0,0.0,2,0.6200000000000001,11.999999999999998
2339,Ge1Rh1O4,1,1,0,0.16666666666666666,0.8,2,0.27,114.35
2340,Ca3Ti12O24,1,0,0,0.3076923076923077,0.20000000000000004,2,0.54,6.559999999999999
2341,Ti4V8O28,1,0,0,0.3,0.2666666666666666,2,0.08999999999999986,36.46666666666666
2342,Al8Tl8O16,0,0,0,0.0,0.0,2,0.010000000000000009,30.85
2343,Sc2Au2O4,1,1,1,0.5,0.55,2,1.18,120.45
2345,K12Co4O14,1,0,0,0.13333333333333333,0.7,2,1.06,52.224999999999994
2346,Sn8O8,0,0,0,0.0,0.0,1,0.0,107.3
2347,Ge2O4,0,0,0,0.0,0.0,1,0.0,119.0
2348,Mn4Si8O20,1,0,0,0.125,0.5,2,0.34999999999999987,89.39999999999999
2349,Mg1Mo4O8,1,0,0,0.3076923076923077,0.5,2,0.8500000000000001,57.52
2350,Zr10Sb6O2,1,0,0,0.5555555555555556,0.2,2,0.7199999999999998,64.3875
2351,Ta2Al2O8,1,0,0,0.16666666666666666,0.3,2,0.1100000000000001,36.75
2352,Nb3O3,1,0,0,0.5,0.4000000000000001,1,0.0,86.09999999999998
2353,Mg16Ge8O32,0,0,0,0.0,0.0,2,0.6999999999999997,39.666666666666664
2354,V8Re8O32,1,0,0,0.3333333333333333,0.4,2,0.27,32.7
2355,K1Os1O3,1,1,0,0.2,0.6,2,1.3800000000000003,77.25
2356,Cu2Ag4O4,1,1,0,0.6,1.0,2,0.030000000000000027,123.2
2358,Cr4Ag4O16,1,1,0,0.3333333333333333,0.75,2,0.27,94.94999999999999
2359,Ti2Sn18O40,1,0,0,0.03333333333333333,0.2,2,0.41999999999999993,97.33
2360,Lu16Al8O36,0,0,1,0.0,0.0,2,0.3400000000000001,47.5
2361,Ti8Sn2O20,1,0,0,0.26666666666666666,0.2,2,0.41999999999999993,27.54
2362,Rb8O4,0,0,0,0.0,0.0,1,0.0,46.9
2363,Fe2Pt2O4,1,1,0,0.5,0.75,2,0.44999999999999973,110.5
2364,Ba1Sb4O8,0,0,0,0.0,0.0,2,1.1599999999999997,85.34
2365,Sr4Se4O16,0,0,0,0.0,0.0,2,1.5999999999999999,100.0
2367,Pd2O4,1,1,0,0.3333333333333333,1.0,1,0.0,53.7
2368,Sr16Ge8O32,0,0,0,0.0,0.0,2,1.0599999999999998,43.0
2369,Sn1W1O4,1,0,0,0.16666666666666666,0.4,2,0.3999999999999999,92.94999999999999
2371,K2Ti8O16,1,0,0,0.3076923076923077,0.2,2,0.7200000000000001,15.76
2372,K4Sr4O6,0,0,0,0.0,0.0,2,0.13,26.7
2374,Si8Mo4O24,1,0,0,0.1111111111111111,0.5,2,0.26000000000000023,113.36666666666669
2375,Ca4Hf4O12,1,0,0,0.2,0.2,2,0.30000000000000004,1.2
2376,Ta4Cr4O16,1,0,0,0.3333333333333333,0.4,2,0.15999999999999992,47.65
2377,Ca3Mo12O24,1,0,0,0.3076923076923077,0.5,2,1.1600000000000001,57.99999999999999
2378,Cd4Bi12O22,1,0,0,0.10526315789473684,1.0,2,0.33000000000000007,68.475
2379,Cr1Au1O4,1,1,0,0.3333333333333333,0.75,2,0.8800000000000001,143.55
2380,Ag1Hg1O4,1,1,0,0.3333333333333333,1.0,2,0.07000000000000006,62.8
2381,Fe2O2,1,0,0,0.5,0.6,1,0.0,15.7
2382,Na1V13O18,1,0,0,0.40625,0.29999999999999993,2,0.6999999999999998,51.03571428571428
2383,Cr6Ag2O16,1,1,0,0.3333333333333333,0.625,2,0.27,79.625
2384,Zr4Se4O4,1,0,0,0.3333333333333333,0.2,2,1.2199999999999998,118.05
2385,Ni2Hg2O4,1,0,0,0.5,0.9,2,0.09000000000000008,56.0
2386,Ti4Cd4O12,1,0,0,0.4,0.6,2,0.1499999999999999,3.8
2387,Li12Hf4O14,1,0,0,0.13333333333333333,0.2,2,0.32000000000000006,44.7
2388,Ba4Na8O8,0,0,0,0.0,0.0,2,0.040000000000000036,39.833333333333336
2389,Ni2Pt6O12,1,1,0,0.4,0.875,2,0.3699999999999999,181.97500000000002
2390,Rb16Mg8O16,0,0,0,0.0,0.0,2,0.4900000000000001,31.266666666666666
2391,Co10Sb2O24,1,0,0,0.2777777777777778,0.7,2,0.16999999999999993,70.28333333333335
2393,Ba3Ca1O4,0,0,0,0.0,0.0,2,0.10999999999999999,11.025
2394,Li2Ag2O4,1,1,0,0.25,1.0,2,0.95,92.6
2395,Co2Ni8O16,1,0,0,0.38461538461538464,0.78,2,0.030000000000000027,102.34
2396,Sr4V40O60,1,0,0,0.38461538461538464,0.3,2,0.6799999999999999,46.72727272727274
2397,Ca4Ir4O12,1,1,0,0.2,0.7,2,1.2000000000000002,76.7
2398,Ba4Ag4O8,1,1,0,0.25,1.0,2,1.04,69.75
2399,Ag4Pt4O8,1,1,0,0.5,0.95,2,0.34999999999999987,165.45
2401,K4Ag4O8,1,1,0,0.25,1.0,2,1.1099999999999999,87.0
2402,Sn2Se4O12,0,0,0,0.0,0.0,2,0.5899999999999999,165.76666666666668
2403,Fe4Ge8O24,1,0,0,0.1111111111111111,0.6,2,0.17999999999999972,84.56666666666666
2405,Ag4O4,1,1,0,0.5,1.0,1,0.0,125.6
2407,Cs1K1O3,0,0,0,0.0,0.0,2,0.029999999999999916,46.95
2408,K8Ir2O8,1,1,0,0.1111111111111111,0.7,2,1.3800000000000003,68.92
2409,Li1O8,0,0,0,0.0,0.0,1,0.0,59.6
2410,Mg3Zn1O4,1,0,0,0.125,1.0,2,0.33999999999999986,0.0
2411,Ba1Rh1O3,1,1,0,0.2,0.8,2,1.3899999999999997,61.800000000000004
2412,Ag8Se4O12,1,1,0,0.3333333333333333,1.0,2,0.6199999999999999,148.73333333333332
2413,Zr10Ti14O48,1,0,0,0.3333333333333333,0.20000000000000004,2,0.20999999999999996,21.558333333333334
2414,V4O8,1,0,0,0.3333333333333333,0.3,1,0.0,50.9
2415,Na4O2,0,0,0,0.0,0.0,1,0.0,52.8
2416,Ag2Au2O4,1,1,0,0.5,1.0,2,0.6100000000000001,174.2
2417,Mg2Mn4O6,1,0,0,0.3333333333333333,0.5,2,0.24,0.0
2418,Zn4Sn6O16,1,0,0,0.15384615384615385,1.0,2,0.31000000000000005,64.38
2420,Ga8Hg4O16,1,0,0,0.14285714285714285,1.0,2,0.18999999999999995,27.333333333333332
2421,Y2Ta2O8,1,0,1,0.3333333333333333,0.2,2,0.28,30.3
2422,Tl8Sn4O12,0,0,0,0.0,0.0,2,0.33999999999999986,48.56666666666666
2423,Mn14Bi2O24,1,0,0,0.35,0.5,2,0.47,11.4125
2425,Mn1Pd1O4,1,1,0,0.3333333333333333,0.75,2,0.6500000000000001,26.85
2426,Rb16Zn8O16,1,0,0,0.2,1.0,2,0.83,31.266666666666666
2428,Ga8Fe4O16,1,0,0,0.14285714285714285,0.6,2,0.020000000000000018,32.56666666666666
2429,Li2Se4O12,0,0,0,0.0,0.0,2,1.5699999999999998,149.86666666666667
2430,Ca24Pd6O36,1,1,0,0.09090909090909091,1.0,2,1.2000000000000002,12.659999999999998
2433,Ca4Cr4O16,1,0,0,0.16666666666666666,0.5,2,0.6599999999999999,33.35
2434,Be2Ga4O8,0,0,0,0.0,0.0,2,0.24,27.333333333333332
2435,Zn1W4O8,1,0,0,0.38461538461538464,0.5199999999999999,2,0.71,62.879999999999995
2436,Ba1Ag1O2,1,1,0,0.25,1.0,2,1.04,69.75
2437,Cr4Bi4O16,1,0,0,0.16666666666666666,0.5,2,0.3600000000000001,77.8
2438,Mg4Ag8O16,1,1,0,0.2857142857142857,1.0,2,0.6199999999999999,83.73333333333333
2440,Cu2W2O8,1,0,0,0.3333333333333333,0.7,2,0.45999999999999996,98.5
2441,Ca1Os1O3,1,1,0,0.2,0.6,2,1.2000000000000002,54.25
2442,Y12Ta4O28,1,0,1,0.36363636363636365,0.15000000000000002,2,0.28,29.950000000000003
2443,Cu2W2O8,1,0,0,0.3333333333333333,0.7,2,0.45999999999999996,98.5
2444,Sc8Se12O40,1,0,1,0.13333333333333333,0.1,2,1.1899999999999997,124.24000000000001
2445,Ca6Ge6O18,0,0,0,0.0,0.0,2,1.0099999999999998,60.699999999999996
2446,Zn8Si4O16,1,0,0,0.2857142857142857,1.0,2,0.25,44.699999999999996
2447,Rb16Zr8O24,1,0,0,0.16666666666666666,0.2,2,0.5100000000000001,44.96666666666667
2448,K4Cd4O6,1,0,0,0.2857142857142857,1.0,2,0.87,24.2
2449,Ga4Ag4O8,1,1,0,0.25,1.0,2,0.11999999999999988,83.3
2450,Y6Fe6O18,1,0,1,0.4,0.35000000000000003,2,0.6100000000000001,22.649999999999995
2451,K12Al4O12,0,0,0,0.0,0.0,2,0.7900000000000001,46.925
2452,Y16Hg8O32,1,0,1,0.42857142857142855,0.39999999999999997,2,0.78,19.733333333333334
2453,Ti1W1O4,1,0,0,0.3333333333333333,0.30000000000000004,2,0.8199999999999998,43.099999999999994
2455,Ba4Se4O16,0,0,0,0.0,0.0,2,1.6599999999999997,104.45
2456,Tl1W3O9,1,0,0,0.23076923076923078,0.4000000000000001,2,0.7399999999999998,63.74999999999999
2457,Mn6Fe2O16,1,0,0,0.3333333333333333,0.525,2,0.28,3.925
2458,Fe2O2,1,0,0,0.5,0.6,1,0.0,15.7
2460,Lu18W3O36,1,0,1,0.05263157894736842,0.4000000000000001,2,1.0899999999999999,54.08571428571428
2462,Ca4Mo4O12,1,0,0,0.2,0.5,2,1.1600000000000001,37.150000000000006
2463,Rb4W4O14,1,0,0,0.18181818181818182,0.4,2,1.54,62.75
2464,Li4Cu12O16,1,0,0,0.375,1.0,2,0.9199999999999999,103.7
2465,Sn4Ge8O24,0,0,0,0.0,0.0,2,0.04999999999999982,115.10000000000001
2466,Fe4Ge8O24,1,0,0,0.1111111111111111,0.6,2,0.17999999999999972,84.56666666666666
2467,K2Na2O2,0,0,0,0.0,0.0,2,0.1100000000000001,50.599999999999994
2468,Hf4Nb4O16,1,0,0,0.3333333333333333,0.30000000000000004,2,0.30000000000000004,43.05
2469,Ag4Bi4O12,1,1,0,0.2,1.0,2,0.09000000000000008,108.44999999999999
2472,Ag1Ir1O4,1,1,0,0.3333333333333333,0.85,2,0.27000000000000024,138.3
2473,Nb2Ag2O6,1,1,0,0.4,0.7,2,0.32999999999999985,105.85
2475,Ti2Bi24O40,1,0,0,0.030303030303030304,0.2,2,0.48,84.86153846153846
2476,Mn6Co4O16,1,0,0,0.38461538461538464,0.5800000000000001,2,0.32999999999999985,25.48
2477,Sn1W1O4,1,0,0,0.16666666666666666,0.4,2,0.3999999999999999,92.94999999999999
2478,Na16Sn4O12,0,0,0,0.0,0.0,2,1.0299999999999998,63.69999999999999
2480,Ca24Ge8O4,0,0,0,0.0,0.0,2,1.0099999999999998,31.55
2481,Rb2Ru8O16,1,1,0,0.3076923076923077,0.7,2,1.3800000000000003,90.41999999999999
2487,Y32O48,1,0,1,0.4,0.1,1,0.0,29.6
2488,Ge16O32,0,0,0,0.0,0.0,1,0.0,119.0
2490,Al4Tl4O12,0,0,0,0.0,0.0,2,0.010000000000000009,30.85
2493,Rb2O4,0,0,0,0.0,0.0,1,0.0,46.9
2494,Ti2Fe22O32,1,0,0,0.42857142857142855,0.5666666666666665,2,0.29000000000000004,15.024999999999999
2496,Ni1Pd1O4,1,1,0,0.3333333333333333,0.9,2,0.29000000000000026,82.85
2498,Bi1W2O8,1,0,0,0.18181818181818182,0.4,2,0.33999999999999986,82.83333333333333
2499,Y4Sb4O16,1,0,1,0.16666666666666666,0.1,2,0.8299999999999998,66.4
2500,Y8Hf4O20,1,0,1,0.375,0.13333333333333333,2,0.08000000000000007,19.733333333333334
2501,Li2Se4O12,0,0,0,0.0,0.0,2,1.5699999999999998,149.86666666666667
2502,Ba4Ga16O28,0,0,0,0.0,0.0,2,0.92,35.58
2503,Rb4Cu4O8,1,0,0,0.25,1.0,2,1.08,82.65
2504,Ta4O10,1,0,0,0.2857142857142857,0.3,1,0.0,31.0
2505,Nb3O3,1,0,0,0.5,0.4000000000000001,1,0.0,86.09999999999998
2506,Li1Be1O3,0,0,0,0.0,0.0,2,0.5900000000000001,29.8
2510,Ca3Hg3O6,1,0,0,0.25,1.0,2,1.0,1.2
2511,Cr16Si8O32,1,0,0,0.2857142857142857,0.5,2,0.24,87.56666666666666
2512,Cu4Rh8O16,1,1,0,0.42857142857142855,0.8666666666666668,2,0.3799999999999999,112.60000000000002
2514,Al8O12,0,0,0,0.0,0.0,1,0.0,42.5
2515,Zr2Si2O8,1,0,0,0.16666666666666666,0.2,2,0.5699999999999998,87.6
2516,Mg8Ga16O32,0,0,0,0.0,0.0,2,0.5,27.333333333333332
2517,Na8Fe4O12,1,0,0,0.16666666666666666,0.6,2,0.9,40.43333333333333
2519,Zn2W4O12,1,0,0,0.3333333333333333,0.6,2,0.71,52.4
2520,V4Bi4O16,1,0,0,0.16666666666666666,0.3,2,0.3900000000000001,71.1
2522,Y2Lu2O6,1,0,1,0.2,0.1,2,0.050000000000000044,39.8
2523,Cr10Sb6O32,1,0,0,0.20833333333333334,0.5,2,0.3899999999999999,78.8875
2524,Na16Sn2O12,0,0,0,0.0,0.0,2,1.0299999999999998,58.85555555555555
2525,Zr4Se4O4,1,0,0,0.3333333333333333,0.2,2,1.2199999999999998,118.05
2526,Zn12W8O28,1,0,0,0.4166666666666667,0.76,2,0.71,31.440000000000005
2527,K16Ge4O16,0,0,0,0.0,0.0,2,1.19,62.52
2528,Sc6Bi6O18,1,0,1,0.2,0.09999999999999999,2,0.6599999999999999,54.699999999999996
2529,Mn1Co1O4,1,0,0,0.3333333333333333,0.6,2,0.32999999999999985,31.85
2530,Mg2Ta4O12,1,0,0,0.2222222222222222,0.3,2,0.18999999999999995,20.666666666666668
2532,K3Au1O1,1,1,0,0.2,1.0,2,1.7200000000000002,92.0
2533,Co6W2O16,1,0,0,0.3333333333333333,0.625,2,0.48,67.42500000000001
2535,Cd1Te1O4,1,0,0,0.16666666666666666,1.0,2,0.41000000000000014,95.1
2536,Al4Sn4O12,0,0,0,0.0,0.0,2,0.34999999999999987,74.9
2537,Sr1Cd1O2,1,0,0,0.25,1.0,2,0.74,2.5
2538,Sr12Ge12O36,0,0,0,0.0,0.0,2,1.0599999999999998,62.0
2539,K1Os1O3,1,1,0,0.2,0.6,2,1.3800000000000003,77.25
2540,Mg1Zn7O8,1,0,0,0.4375,1.0,2,0.33999999999999986,0.0
2541,Tl4Sb4O12,0,0,0,0.0,0.0,2,0.4299999999999997,61.2
2542,Rb4Nb4O12,1,0,0,0.2,0.4,2,0.7800000000000001,66.5
2545,Rb8Ag8O8,1,1,0,0.3333333333333333,1.0,2,1.1099999999999999,86.25
2546,Tl8O4,0,0,0,0.0,0.0,1,0.0,19.2
2547,Ti1Cr7O12,1,0,0,0.4,0.4625,2,0.11999999999999988,57.2125
2548,Al8Pd8O24,1,1,0,0.2,1.0,2,0.5900000000000001,48.1
2549,Sr2Pt6O8,1,1,0,0.375,0.9,2,1.3299999999999998,155.22500000000002
2550,Zn1Ni9O10,1,0,0,0.5,0.8200000000000001,2,0.26,100.8
2551,Co1Sn1O4,1,0,0,0.16666666666666666,0.7,2,0.08000000000000007,85.5
2552,Mn6Ge6O18,1,0,0,0.2,0.5,2,0.45999999999999974,59.5
2553,Re4Bi4O16,1,0,0,0.16666666666666666,0.5,2,0.1200000000000001,52.9
2558,Ba1Zr1O3,1,0,0,0.2,0.2,2,0.44000000000000006,27.5
2559,Zn4Mo6O16,1,0,0,0.38461538461538464,0.7,2,0.5100000000000002,43.14
2560,Y4Ag4O12,1,1,1,0.4,0.55,2,0.71,77.6
2563,Ta4Fe4O16,1,0,0,0.3333333333333333,0.44999999999999996,2,0.33000000000000007,23.35
2565,Ta4Ni2O12,1,0,0,0.3333333333333333,0.4666666666666666,2,0.4099999999999999,58.0
2567,Ta4Zn2O12,1,0,0,0.3333333333333333,0.5333333333333333,2,0.1499999999999999,20.666666666666668
2570,Rb8Ga8O16,0,0,0,0.0,0.0,2,0.9900000000000001,43.95
2571,Sc4Cr4O16,1,0,1,0.3333333333333333,0.3,2,0.2999999999999998,41.2
2573,Sc4Se12O36,1,0,1,0.07692307692307693,0.1,2,1.1899999999999997,150.775
2574,Mg4O4,0,0,0,0.0,0.0,1,0.0,0.0
2575,Rb8Ag8O8,1,1,0,0.3333333333333333,1.0,2,1.1099999999999999,86.25
2577,Mn1Pd1O4,1,1,0,0.3333333333333333,0.75,2,0.6500000000000001,26.85
2578,Mn6Co4O16,1,0,0,0.38461538461538464,0.5800000000000001,2,0.32999999999999985,25.48
2579,Fe2Co6O16,1,0,0,0.3333333333333333,0.6749999999999999,2,0.04999999999999982,51.7
2580,Al4Mo4O12,1,0,0,0.2,0.5,2,0.55,57.2
2581,Ag6O8,1,1,0,0.42857142857142855,1.0,1,0.0,125.60000000000001
2583,Li2Cu2O4,1,0,0,0.25,1.0,2,0.9199999999999999,89.0
2585,Y4Cu8O16,1,0,1,0.42857142857142855,0.7000000000000001,2,0.6799999999999999,88.8
2586,Na4Zn4O6,1,0,0,0.2857142857142857,1.0,2,0.7199999999999999,26.4
2587,Ti1Cd1O3,1,0,0,0.4,0.6,2,0.1499999999999999,3.8
2589,Zr2Ti2O8,1,0,0,0.3333333333333333,0.2,2,0.20999999999999996,24.349999999999998
2590,Ba4Zr4O12,1,0,0,0.2,0.2,2,0.44000000000000006,27.5
2591,Rb8O4,0,0,0,0.0,0.0,1,0.0,46.9
2594,Fe2O2,1,0,0,0.5,0.6,1,0.0,15.7
2595,Cd2Sn2O6,1,0,0,0.2,1.0,2,0.27,53.65
2596,Bi8Se12O40,0,0,0,0.0,0.0,2,0.5299999999999998,153.52
2598,Cu2Pt2O4,1,1,0,0.5,0.95,2,0.3799999999999999,161.85000000000002
2600,Ca2Be6O8,0,0,0,0.0,0.0,2,0.5700000000000001,0.6
2602,Lu2Se1O2,0,0,1,0.0,0.0,2,1.2799999999999998,98.33333333333333
2604,Ag4Pd2O4,1,1,0,0.6,1.0,2,0.27000000000000024,101.63333333333334
2605,Ir4O12,1,1,0,0.25,0.7,1,0.0,151.0
2606,Sr4Mn4O10,1,0,0,0.2222222222222222,0.5,2,0.6000000000000001,2.5
2608,Zn2O2,1,0,0,0.5,1.0,1,0.0,0.0
2609,Ca6Nb24O48,1,0,0,0.3076923076923077,0.4000000000000001,2,0.6000000000000001,69.35999999999997
2610,Tl1Bi1O4,0,0,0,0.0,0.0,2,0.3999999999999999,55.25
2612,Rb1Sn1O3,0,0,0,0.0,0.0,2,1.1400000000000001,77.1
2613,Mg8Pt4O16,1,1,0,0.14285714285714285,0.9,2,0.9699999999999998,68.43333333333334
2614,Sr4Pd2O6,1,1,0,0.16666666666666666,1.0,2,1.2500000000000002,21.233333333333334
2616,Rb4O4,0,0,0,0.0,0.0,1,0.0,46.9
2617,Li5Au1O4,1,1,0,0.1,1.0,2,1.56,86.8
2618,Ni1W2O8,1,0,0,0.2727272727272727,0.5333333333333333,2,0.44999999999999996,89.73333333333333
2619,Li1O8,0,0,0,0.0,0.0,1,0.0,59.6
2623,Mn2V4O12,1,0,0,0.3333333333333333,0.3666666666666667,2,0.07999999999999985,33.93333333333333
2624,Zn2Bi24O40,1,0,0,0.030303030303030304,1.0,2,0.3700000000000001,84.27692307692308
2625,Ca8Tl8O20,0,0,0,0.0,0.0,2,0.6200000000000001,10.799999999999999
2626,Mn8Al16O32,1,0,0,0.14285714285714285,0.5,2,0.06000000000000005,28.333333333333332
2627,Bi4Ru8O28,1,1,0,0.2,0.7,2,0.18000000000000016,97.96666666666665
2628,Ag6Sb6O18,1,1,0,0.2,1.0,2,0.11999999999999988,114.40000000000002
2629,Hg2Bi4O12,1,0,0,0.1111111111111111,1.0,2,0.020000000000000018,60.86666666666667
2632,Pd2O2,1,1,0,0.5,1.0,1,0.0,53.7
2633,Re8Bi4O24,1,0,0,0.2222222222222222,0.5,2,0.1200000000000001,40.1
2634,Sn2Se4O12,0,0,0,0.0,0.0,2,0.5899999999999999,165.76666666666668
2636,Sr3Cd1O4,1,0,0,0.125,1.0,2,0.74,3.75
2637,Ba5Ta4O15,1,0,0,0.16666666666666666,0.3,2,0.61,21.5
2638,K1Re1O3,1,0,0,0.2,0.5,2,1.08,31.45
2641,Na2Nb2O4,1,0,0,0.25,0.4,2,0.67,69.44999999999999
2642,Li16Si2O12,0,0,0,0.0,0.0,2,0.9199999999999999,67.87777777777778
