system_id,ads_symbols,count_C,count_H,count_N,count_O,wtd_mean_atomic_number,wtd_mean_atomic_mass,wtd_mean_electronegativity,wtd_mean_covalent_radius,wtd_mean_electron_affinity,wtd_mean_ionization_energy
18602,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18603,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18604,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18606,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18607,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18608,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18609,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18610,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18612,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18613,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18614,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18617,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18619,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18620,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18621,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18622,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18623,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18625,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18626,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18630,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18631,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18632,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18633,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18635,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18636,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18637,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18638,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18641,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18645,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18648,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18649,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18651,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18652,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18653,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18656,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18658,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18659,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18661,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18662,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18665,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18666,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18667,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18668,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18669,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18670,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18671,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18673,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18677,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18678,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18679,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18680,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18681,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18682,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18684,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18685,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18686,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18689,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18690,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18691,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18692,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18693,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18694,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18695,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18696,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18697,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18698,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18701,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18702,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18703,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18706,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18707,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18708,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18710,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18712,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18713,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18715,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18716,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18717,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18718,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18719,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18720,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18721,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18724,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18726,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18727,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18728,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18729,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18730,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18731,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18733,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18734,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18735,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18736,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18737,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18740,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18741,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18742,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18743,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18747,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18748,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18749,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18750,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18751,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18753,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18754,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18755,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18756,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18759,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18761,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18763,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18764,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18765,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18766,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18767,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18769,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18770,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18771,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18772,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18773,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18774,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18775,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18778,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18779,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18782,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18783,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18785,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18788,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18789,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18793,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18794,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18795,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18796,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18798,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18800,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18801,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18802,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18803,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18804,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18806,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18807,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18808,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18810,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18811,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18812,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18813,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18814,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18815,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18816,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18817,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18819,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18820,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18821,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18822,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18823,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18824,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18825,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18826,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18827,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18828,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18831,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18833,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18834,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18835,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18836,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18837,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18839,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18841,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18842,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18843,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18844,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18845,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18846,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18847,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18848,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18849,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18850,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18852,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18853,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18854,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18856,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18859,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18860,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18862,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18863,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18864,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18865,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18866,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18869,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18870,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18871,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18873,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18874,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18875,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18876,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18877,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18878,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18879,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18881,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18882,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18883,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18885,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18887,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18888,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18890,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18891,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18892,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18894,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18895,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18896,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18898,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18899,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18900,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18901,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18902,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18904,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18905,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18906,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18907,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18908,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18911,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18912,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18913,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18914,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18915,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18917,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18918,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18919,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18920,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18922,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18924,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18925,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18927,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18928,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18930,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18933,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18934,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18935,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18936,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18937,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18938,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18939,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18940,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18942,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18944,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18945,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18947,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18948,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18949,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18951,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18954,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18957,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18958,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18959,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18960,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18961,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18964,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18965,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18966,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18968,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18970,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18971,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18972,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18973,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18974,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18975,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18977,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
18978,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18979,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
18980,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18981,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18983,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18984,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18985,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18986,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18987,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
18988,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18990,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
18991,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
18992,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18993,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
18994,O2,0,0,0,2,8.0,15.999,3.44,66.0,141.0,1313.9
18997,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
18998,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
18999,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
19000,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
19001,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
19002,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
19003,N,0,0,1,0,7.0,14.007,3.04,71.0,0.0,1402.3
19004,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
19006,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
19007,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19009,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
19011,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
19015,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19016,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
19018,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19019,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
19020,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
19021,H2O,0,2,0,1,3.3333333333333335,6.005,2.6133333333333333,42.666666666666664,95.53333333333335,1312.6333333333334
19023,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
19025,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19028,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
19029,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19031,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19032,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19033,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19035,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
19036,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
19037,H,0,1,0,0,1.0,1.008,2.2,31.0,72.8,1312.0
19038,O,0,0,0,1,8.0,15.999,3.44,66.0,141.0,1313.9
19039,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
19040,CO,1,0,0,1,7.0,14.004999999999999,2.995,71.0,131.4,1200.2
19041,HO2,0,1,0,2,5.666666666666667,11.002,3.026666666666667,54.333333333333336,118.26666666666667,1313.2666666666667
19042,C,1,0,0,0,6.0,12.011,2.55,76.0,121.8,1086.5
19045,OH,0,1,0,1,4.5,8.5035,2.8200000000000003,48.5,106.9,1312.95
