system_id,ads_symbols,MolWt,NumHBondDonors,NumHBondAcceptors,NumLonePairs,TPSA,MolLogP,NumHeavyAtoms,NumValenceElectrons,NumRadicalElectrons
10885,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10886,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10887,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10888,C,12.011,0,0,0,0.0,0.08129,1,4,4
10889,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10890,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10892,H,1.008,0,0,0,0.0,0.1125,0,1,1
10895,C,12.011,0,0,0,0.0,0.08129,1,4,4
10897,O2,31.998,0,2,4,34.14,0.067,2,12,0
10898,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10899,H,1.008,0,0,0,0.0,0.1125,0,1,1
10900,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10901,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10902,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10904,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10905,H,1.008,0,0,0,0.0,0.1125,0,1,1
10906,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10907,H,1.008,0,0,0,0.0,0.1125,0,1,1
10909,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10911,H,1.008,0,0,0,0.0,0.1125,0,1,1
10913,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10915,H,1.008,0,0,0,0.0,0.1125,0,1,1
10916,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10917,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10918,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10919,H,1.008,0,0,0,0.0,0.1125,0,1,1
10920,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10921,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10922,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10923,H,1.008,0,0,0,0.0,0.1125,0,1,1
10924,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10925,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10926,C,12.011,0,0,0,0.0,0.08129,1,4,4
10928,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10930,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10931,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10932,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10933,C,12.011,0,0,0,0.0,0.08129,1,4,4
10936,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10937,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10938,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10939,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10940,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10941,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10942,H,1.008,0,0,0,0.0,0.1125,0,1,1
10943,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10944,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10945,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10946,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10947,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
10949,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10950,O2,31.998,0,2,4,34.14,0.067,2,12,0
10952,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10953,O2,31.998,0,2,4,34.14,0.067,2,12,0
10954,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10956,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10958,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10959,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10960,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10961,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10962,N,14.007,0,1,1,30.5,-0.4806,1,5,3
10963,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10964,O2,31.998,0,2,4,34.14,0.067,2,12,0
10965,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10966,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10967,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10969,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10970,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10971,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10972,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10974,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
10975,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10979,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10980,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10981,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10982,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10983,O2,31.998,0,2,4,34.14,0.067,2,12,0
10984,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10986,N,14.007,0,1,1,30.5,-0.4806,1,5,3
10987,O,15.999,0,1,2,28.5,-0.1188,1,6,2
10989,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
10990,C,12.011,0,0,0,0.0,0.08129,1,4,4
10992,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10993,C,12.011,0,0,0,0.0,0.08129,1,4,4
10994,O2,31.998,0,2,4,34.14,0.067,2,12,0
10995,O2,31.998,0,2,4,34.14,0.067,2,12,0
10997,N,14.007,0,1,1,30.5,-0.4806,1,5,3
10998,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
10999,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11000,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11001,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11003,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11004,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11005,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11006,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11009,O2,31.998,0,2,4,34.14,0.067,2,12,0
11010,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11011,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11012,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11013,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11014,C,12.011,0,0,0,0.0,0.08129,1,4,4
11016,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11017,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11018,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11019,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11021,H,1.008,0,0,0,0.0,0.1125,0,1,1
11022,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11023,C,12.011,0,0,0,0.0,0.08129,1,4,4
11024,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11025,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11027,C,12.011,0,0,0,0.0,0.08129,1,4,4
11028,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11031,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11032,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11033,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11034,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11035,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11036,C,12.011,0,0,0,0.0,0.08129,1,4,4
11038,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11039,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11040,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11041,H,1.008,0,0,0,0.0,0.1125,0,1,1
11042,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11043,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11044,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11045,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11047,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11048,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11049,C,12.011,0,0,0,0.0,0.08129,1,4,4
11050,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11052,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11053,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11054,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11056,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11057,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11058,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11059,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11060,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11062,H,1.008,0,0,0,0.0,0.1125,0,1,1
11065,O2,31.998,0,2,4,34.14,0.067,2,12,0
11066,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11067,H,1.008,0,0,0,0.0,0.1125,0,1,1
11068,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11070,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11071,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11072,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11073,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11074,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11075,H,1.008,0,0,0,0.0,0.1125,0,1,1
11076,C,12.011,0,0,0,0.0,0.08129,1,4,4
11077,H,1.008,0,0,0,0.0,0.1125,0,1,1
11078,C,12.011,0,0,0,0.0,0.08129,1,4,4
11080,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11081,H,1.008,0,0,0,0.0,0.1125,0,1,1
11082,C,12.011,0,0,0,0.0,0.08129,1,4,4
11083,H,1.008,0,0,0,0.0,0.1125,0,1,1
11084,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11086,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11087,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11088,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11089,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11090,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11091,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11092,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11095,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11096,O2,31.998,0,2,4,34.14,0.067,2,12,0
11097,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11099,H,1.008,0,0,0,0.0,0.1125,0,1,1
11100,O2,31.998,0,2,4,34.14,0.067,2,12,0
11101,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11102,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11103,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11104,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11105,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11106,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11107,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11110,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11112,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11113,H,1.008,0,0,0,0.0,0.1125,0,1,1
11115,H,1.008,0,0,0,0.0,0.1125,0,1,1
11117,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11120,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11122,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11124,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11127,C,12.011,0,0,0,0.0,0.08129,1,4,4
11128,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11130,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11131,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11132,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11133,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11134,C,12.011,0,0,0,0.0,0.08129,1,4,4
11135,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11136,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11137,H,1.008,0,0,0,0.0,0.1125,0,1,1
11138,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11139,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11140,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11141,H,1.008,0,0,0,0.0,0.1125,0,1,1
11142,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11143,H,1.008,0,0,0,0.0,0.1125,0,1,1
11144,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11145,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11146,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11147,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11148,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11149,H,1.008,0,0,0,0.0,0.1125,0,1,1
11151,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11152,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11154,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11155,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11156,C,12.011,0,0,0,0.0,0.08129,1,4,4
11158,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11160,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11161,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11162,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11164,H,1.008,0,0,0,0.0,0.1125,0,1,1
11166,O2,31.998,0,2,4,34.14,0.067,2,12,0
11168,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11172,C,12.011,0,0,0,0.0,0.08129,1,4,4
11174,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11175,C,12.011,0,0,0,0.0,0.08129,1,4,4
11176,C,12.011,0,0,0,0.0,0.08129,1,4,4
11178,H,1.008,0,0,0,0.0,0.1125,0,1,1
11179,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11182,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11183,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11185,O2,31.998,0,2,4,34.14,0.067,2,12,0
11187,C,12.011,0,0,0,0.0,0.08129,1,4,4
11190,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11191,H,1.008,0,0,0,0.0,0.1125,0,1,1
11192,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11194,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11196,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11197,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11198,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11201,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11202,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11203,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11204,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11205,H,1.008,0,0,0,0.0,0.1125,0,1,1
11207,H,1.008,0,0,0,0.0,0.1125,0,1,1
11209,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11210,H,1.008,0,0,0,0.0,0.1125,0,1,1
11211,O2,31.998,0,2,4,34.14,0.067,2,12,0
11212,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11214,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11215,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11216,O2,31.998,0,2,4,34.14,0.067,2,12,0
11217,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11218,H,1.008,0,0,0,0.0,0.1125,0,1,1
11219,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11221,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11223,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11225,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11228,C,12.011,0,0,0,0.0,0.08129,1,4,4
11229,O2,31.998,0,2,4,34.14,0.067,2,12,0
11230,C,12.011,0,0,0,0.0,0.08129,1,4,4
11231,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11232,H,1.008,0,0,0,0.0,0.1125,0,1,1
11233,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11234,H,1.008,0,0,0,0.0,0.1125,0,1,1
11235,H,1.008,0,0,0,0.0,0.1125,0,1,1
11236,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11238,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11239,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11242,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11243,H,1.008,0,0,0,0.0,0.1125,0,1,1
11245,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11246,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11247,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11248,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11249,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11252,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11253,C,12.011,0,0,0,0.0,0.08129,1,4,4
11254,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11255,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11256,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11257,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11258,C,12.011,0,0,0,0.0,0.08129,1,4,4
11259,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11260,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11262,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11263,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11264,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11266,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11267,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11268,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11269,O2,31.998,0,2,4,34.14,0.067,2,12,0
11270,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11271,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11272,C,12.011,0,0,0,0.0,0.08129,1,4,4
11275,H,1.008,0,0,0,0.0,0.1125,0,1,1
11277,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11278,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11279,H,1.008,0,0,0,0.0,0.1125,0,1,1
11280,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11281,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11283,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11284,H,1.008,0,0,0,0.0,0.1125,0,1,1
11285,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11286,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11288,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11290,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11292,C,12.011,0,0,0,0.0,0.08129,1,4,4
11293,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11294,H,1.008,0,0,0,0.0,0.1125,0,1,1
11295,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11297,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11298,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11299,H,1.008,0,0,0,0.0,0.1125,0,1,1
11300,C,12.011,0,0,0,0.0,0.08129,1,4,4
11301,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11303,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11304,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11305,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11306,C,12.011,0,0,0,0.0,0.08129,1,4,4
11307,C,12.011,0,0,0,0.0,0.08129,1,4,4
11308,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11309,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11310,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11313,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11316,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11318,C,12.011,0,0,0,0.0,0.08129,1,4,4
11321,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11322,H,1.008,0,0,0,0.0,0.1125,0,1,1
11323,H,1.008,0,0,0,0.0,0.1125,0,1,1
11324,C,12.011,0,0,0,0.0,0.08129,1,4,4
11325,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11326,O2,31.998,0,2,4,34.14,0.067,2,12,0
11327,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11329,H,1.008,0,0,0,0.0,0.1125,0,1,1
11330,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11334,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11336,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11337,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11338,C,12.011,0,0,0,0.0,0.08129,1,4,4
11339,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11340,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11341,H,1.008,0,0,0,0.0,0.1125,0,1,1
11344,H,1.008,0,0,0,0.0,0.1125,0,1,1
11345,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11346,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11347,H,1.008,0,0,0,0.0,0.1125,0,1,1
11348,H,1.008,0,0,0,0.0,0.1125,0,1,1
11349,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11352,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11353,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11354,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11355,H,1.008,0,0,0,0.0,0.1125,0,1,1
11356,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11357,H,1.008,0,0,0,0.0,0.1125,0,1,1
11359,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11360,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11361,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11363,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11365,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11366,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11369,O2,31.998,0,2,4,34.14,0.067,2,12,0
11370,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11371,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11372,H,1.008,0,0,0,0.0,0.1125,0,1,1
11374,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11375,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11378,C,12.011,0,0,0,0.0,0.08129,1,4,4
11379,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11380,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11382,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11383,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11384,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11385,C,12.011,0,0,0,0.0,0.08129,1,4,4
11386,C,12.011,0,0,0,0.0,0.08129,1,4,4
11387,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11389,C,12.011,0,0,0,0.0,0.08129,1,4,4
11392,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11393,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11395,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11396,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11398,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11400,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11401,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11402,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11403,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11404,C,12.011,0,0,0,0.0,0.08129,1,4,4
11405,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11406,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11408,H,1.008,0,0,0,0.0,0.1125,0,1,1
11410,C,12.011,0,0,0,0.0,0.08129,1,4,4
11411,C,12.011,0,0,0,0.0,0.08129,1,4,4
11412,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11413,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11414,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11415,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11419,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11420,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11421,C,12.011,0,0,0,0.0,0.08129,1,4,4
11422,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11423,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11424,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11425,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11426,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11427,H,1.008,0,0,0,0.0,0.1125,0,1,1
11428,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11429,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11430,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11431,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11432,C,12.011,0,0,0,0.0,0.08129,1,4,4
11433,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11434,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11435,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11437,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11439,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11440,OH,17.007,1,1,2,30.0,-0.1768,1,7,1
11441,O,15.999,0,1,2,28.5,-0.1188,1,6,2
11442,N,14.007,0,1,1,30.5,-0.4806,1,5,3
11443,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11444,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11445,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11446,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11447,H,1.008,0,0,0,0.0,0.1125,0,1,1
11448,H2O,18.015,2,1,2,31.5,-0.8247,1,8,0
11449,HO2,33.006,1,2,4,40.129999999999995,-0.11010000000000003,2,13,1
11451,C,12.011,0,0,0,0.0,0.08129,1,4,4
11452,H,1.008,0,0,0,0.0,0.1125,0,1,1
11454,CO,28.009999999999998,0,1,1,19.9,-0.03751,2,10,0
11455,N,14.007,0,1,1,30.5,-0.4806,1,5,3
