system_id,ads_symbols,HOMO_energy_eV,LUMO_energy_eV,chemical_hardness_eV,chemical_softness,electrophilicity_index,formation_enthalpy_kJmol,entropy_298K_JmolK,characteristic_frequency_cm1,bond_order,has_lone_pair,has_pi_bond,surface_binding_mode
3573,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3575,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3576,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3577,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3579,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3583,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3584,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3585,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3586,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3587,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3588,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3591,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3592,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3593,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3594,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3595,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3596,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3597,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3599,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3600,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3601,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3603,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3604,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3605,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3606,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3607,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3610,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3611,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3612,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3616,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3617,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3619,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3620,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3621,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3622,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3623,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3624,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3625,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3627,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3629,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3631,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3634,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3635,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3636,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3637,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3639,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3640,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3641,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3642,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3645,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3646,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3647,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3648,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3651,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3652,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3653,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3654,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3656,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3658,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3662,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3663,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3664,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3665,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3666,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3667,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3668,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3669,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3670,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3673,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3674,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3676,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3679,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3680,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3681,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3682,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3683,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3684,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3685,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3688,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3689,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3690,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3691,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3694,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3695,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3696,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3697,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3698,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3699,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3700,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3703,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3705,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3706,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3707,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3708,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3709,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3710,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3715,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3716,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3717,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3719,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3720,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3721,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3722,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3725,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3726,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3727,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3728,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3729,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3730,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3732,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3733,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3734,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3735,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3737,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3739,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3742,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3743,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3744,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3746,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3748,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3749,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3750,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3751,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3752,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3753,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3754,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3756,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3757,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3758,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3759,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3760,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3761,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3763,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3765,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3766,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3769,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3770,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3771,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3773,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3774,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3775,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3778,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3779,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3780,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3781,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3782,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3783,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3784,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3785,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3786,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3788,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3790,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3791,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3792,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3794,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3795,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3797,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3798,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3800,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3801,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3802,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3803,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3804,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3805,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3806,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3807,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3808,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3809,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3810,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3811,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3812,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3813,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3814,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3815,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3817,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3821,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3822,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3823,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3826,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3827,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3828,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3829,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3833,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3834,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3835,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3837,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3838,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3839,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3840,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3841,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3844,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3845,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3847,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3848,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3850,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3851,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3854,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3855,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3856,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3857,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3858,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3859,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3861,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3862,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3863,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3864,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3865,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3866,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3867,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3868,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3869,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3871,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3872,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3873,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3874,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3875,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3876,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3877,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3878,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3880,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3881,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3882,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3883,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3884,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3885,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3887,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3888,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3889,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3893,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3894,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3896,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3897,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3898,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3899,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3900,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3901,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3902,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3903,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3905,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3906,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3907,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3912,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3914,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3915,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3916,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3917,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3918,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3919,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3920,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3921,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3923,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3924,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3926,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3927,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3928,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3929,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3930,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3933,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3934,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3936,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3937,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3938,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
3939,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3940,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3941,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3942,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3943,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3944,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3945,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3946,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3947,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3948,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3949,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3950,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3951,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3952,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3953,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3954,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3955,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3956,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
3957,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3958,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3959,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3960,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3961,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3962,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3963,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3964,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3965,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
3967,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3968,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3969,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3970,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3971,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
3972,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
3973,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
3974,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
3975,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
3976,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
3978,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
